Symbol,Name,Asset Class,Weight (%),Price,Shares,MarketCap,Notional Value,Sector,SEDOL,ISIN,Exchange
"WPX","WPX ENERGY INC","Equity","0.28","11.90","12,176,062.00","144,895,137.80","144,895,137.80","Energy","B40PCD9","US98212B1035","New York Stock Exchange Inc."
"MANH","MANHATTAN ASSOCIATES INC","Equity","0.28","78.05","1,854,255.00","144,724,602.75","144,724,602.75","Information Technology","2239471","US5627501092","NASDAQ"
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","Equity","0.27","45.84","3,141,291.00","143,996,779.44","143,996,779.44","Utilities","2415204","US4198701009","New York Stock Exchange Inc."
"EGP","EASTGROUP PROPERTIES REIT INC","Equity","0.27","132.98","1,082,689.00","143,975,983.22","143,975,983.22","Real Estate","2455761","US2772761019","New York Stock Exchange Inc."
"SRC","SPIRIT REALTY CAPITAL REIT INC","Equity","0.27","49.79","2,874,846.00","143,138,582.34","143,138,582.34","Real Estate","BHHZBZ8","US84860W3007","New York Stock Exchange Inc."
"KEX","KIRBY CORP","Equity","0.27","82.81","1,726,757.00","142,992,747.17","142,992,747.17","Industrials","2493534","US4972661064","New York Stock Exchange Inc."
"SLAB","SILICON LABORATORIES INC","Equity","0.27","114.16","1,249,297.00","142,619,745.52","142,619,745.52","Information Technology","2568131","US8269191024","NASDAQ"
"EME","EMCOR GROUP INC","Equity","0.27","87.84","1,618,168.00","142,139,877.12","142,139,877.12","Industrials","2474164","US29084Q1004","New York Stock Exchange Inc."
"FFIN","FIRST FINANCIAL BANKSHARES INC","Equity","0.27","36.10","3,914,865.00","141,326,626.50","141,326,626.50","Financials","2266026","US32020R1095","NASDAQ"
"AGCO","AGCO CORP","Equity","0.27","77.35","1,824,109.00","141,094,831.15","141,094,831.15","Industrials","2010278","US0010841023","New York Stock Exchange Inc."
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","Equity","0.27","126.27","1,116,704.00","141,006,214.08","141,006,214.08","Consumer Discretionary","B45K9N8","US57164Y1073","New York Stock Exchange Inc."
"OGS","ONE GAS INC","Equity","0.27","92.49","1,520,010.00","140,585,724.90","140,585,724.90","Utilities","BJ0KXV4","US68235P1084","New York Stock Exchange Inc."
"WBS","WEBSTER FINANCIAL CORP","Equity","0.27","52.74","2,656,629.00","140,110,613.46","140,110,613.46","Financials","2945143","US9478901096","New York Stock Exchange Inc."
"CREE","CREE INC","Equity","0.27","45.29","3,083,724.00","139,661,859.96","139,661,859.96","Information Technology","2232351","US2254471012","NASDAQ"
"LSI","LIFE STORAGE INC","Equity","0.27","103.84","1,344,749.00","139,638,736.16","139,638,736.16","Real Estate","BDCSFJ6","US53223X1072","New York Stock Exchange Inc."
"HIW","HIGHWOODS PROPERTIES REIT INC","Equity","0.27","46.59","2,989,980.00","139,303,168.20","139,303,168.20","Real Estate","2420640","US4312841087","New York Stock Exchange Inc."
"KMPR","KEMPER CORP","Equity","0.26","77.01","1,804,430.00","138,959,154.30","138,959,154.30","Financials","B52KRV2","US4884011002","New York Stock Exchange Inc."
"CHDN","CHURCHILL DOWNS INC","Equity","0.26","135.32","1,026,797.00","138,946,170.04","138,946,170.04","Consumer Discretionary","2194105","US1714841087","NASDAQ"
"BKH","BLACK HILLS CORP","Equity","0.26","78.42","1,759,949.00","138,015,200.58","138,015,200.58","Utilities","2101741","US0921131092","New York Stock Exchange Inc."
"TTEK","TETRA TECH INC","Equity","0.26","87.46","1,575,194.00","137,766,467.24","137,766,467.24","Industrials","2883890","US88162G1031","NASDAQ"
"DECK","DECKERS OUTDOOR CORP","Equity","0.26","163.60","832,531.00","136,202,071.60","136,202,071.60","Consumer Discretionary","2267278","US2435371073","New York Stock Exchange Inc."
"NYT","NEW YORK TIMES CLASS A","Equity","0.26","32.86","4,143,197.00","136,145,453.42","136,145,453.42","Communication","2632003","US6501111073","New York Stock Exchange Inc."
"BHF","BRIGHTHOUSE FINANCIAL INC","Equity","0.26","42.33","3,211,534.00","135,944,234.22","135,944,234.22","Financials","BF429K9","US10922N1037","NASDAQ"
"CRI","CARTERS INC","Equity","0.26","105.27","1,289,657.00","135,762,192.39","135,762,192.39","Consumer Discretionary","2980939","US1462291097","New York Stock Exchange Inc."
"MMS","MAXIMUS INC","Equity","0.26","73.75","1,839,163.00","135,638,271.25","135,638,271.25","Information Technology","2018669","US5779331041","New York Stock Exchange Inc."
"LFUS","LITTELFUSE INC","Equity","0.26","189.56","708,780.00","134,356,336.80","134,356,336.80","Information Technology","2531832","US5370081045","NASDAQ"
"BCO","BRINKS","Equity","0.25","92.60","1,441,282.00","133,462,713.20","133,462,713.20","Industrials","2691305","US1096961040","New York Stock Exchange Inc."
"WYND","WYNDHAM DESTINATIONS INC","Equity","0.25","50.14","2,658,527.00","133,298,543.78","133,298,543.78","Consumer Discretionary","B198391","US98310W1080","New York Stock Exchange Inc."
"PNFP","PINNACLE FINANCIAL PARTNERS INC","Equity","0.25","63.91","2,085,088.00","133,257,974.08","133,257,974.08","Financials","2675097","US72346Q1040","NASDAQ"
"JBGS","JBG SMITH PROPERTIES","Equity","0.25","39.10","3,401,387.00","132,994,231.70","132,994,231.70","Real Estate","BD3BX01","US46590V1008","New York Stock Exchange Inc."
"ASH","ASHLAND GLOBAL INC","Equity","0.25","75.58","1,743,654.00","131,785,369.32","131,785,369.32","Materials","BYND5N1","US0441861046","New York Stock Exchange Inc."
"PACW","PACWEST BANCORP","Equity","0.25","38.55","3,407,432.00","131,356,503.60","131,356,503.60","Financials","2619772","US6952631033","NASDAQ"
"VLY","VALLEY NATIONAL","Equity","0.25","11.60","11,291,353.00","130,923,238.04","130,923,238.04","Financials","2935326","US9197941076","NASDAQ"
"CRUS","CIRRUS LOGIC INC","Equity","0.25","77.57","1,675,989.00","130,006,466.73","130,006,466.73","Information Technology","2197308","US1727551004","NASDAQ"
"MSA","MSA SAFETY INC","Equity","0.25","126.61","1,026,834.00","130,007,452.74","130,007,452.74","Industrials","BKM4S16","US5534981064","New York Stock Exchange Inc."
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Equity","0.25","36.73","3,536,664.00","129,901,668.72","129,901,668.72","Industrials","BF0LKD0","US4990491049","New York Stock Exchange Inc."
"GMED","GLOBUS MEDICAL INC CLASS A","Equity","0.25","58.62","2,209,446.00","129,517,724.52","129,517,724.52","Health Care","B7D65M0","US3795772082","New York Stock Exchange Inc."
"MAT","MATTEL INC","Equity","0.25","12.96","9,960,479.00","129,087,807.84","129,087,807.84","Consumer Discretionary","2572303","US5770811025","NASDAQ"
"SEDG","SOLAREDGE TECHNOLOGIES INC","Equity","0.24","92.79","1,382,825.00","128,312,331.75","128,312,331.75","Information Technology","BWC52Q6","US83417M1045","NASDAQ"
"JCOM","J2 GLOBAL INC","Equity","0.24","95.64","1,339,588.00","128,118,196.32","128,118,196.32","Information Technology","B75DGJ3","US48123V1026","NASDAQ"
"AVT","AVNET INC","Equity","0.24","42.78","2,986,974.00","127,782,747.72","127,782,747.72","Information Technology","2066505","US0538071038","NASDAQ"
"LSTR","LANDSTAR SYSTEM INC","Equity","0.24","110.70","1,142,387.00","126,462,240.90","126,462,240.90","Industrials","2503994","US5150981018","NASDAQ"
"STL","STERLING BAN","Equity","0.24","21.30","5,915,087.00","125,991,353.10","125,991,353.10","Financials","BFNXVB8","US85917A1007","New York Stock Exchange Inc."
"CR","CRANE","Equity","0.24","85.76","1,468,864.00","125,969,776.64","125,969,776.64","Industrials","2231897","US2243991054","New York Stock Exchange Inc."
"KBR","KBR INC","Equity","0.24","30.63","4,107,999.00","125,828,009.37","125,828,009.37","Information Technology","B1HHB18","US48242W1062","New York Stock Exchange Inc."
"NCR","NCR CORP","Equity","0.24","34.22","3,672,031.00","125,656,900.82","125,656,900.82","Information Technology","2632650","US62886E1082","New York Stock Exchange Inc."
"AAXN","AXON ENTERPRISE INC","Equity","0.24","73.19","1,708,096.00","125,015,546.24","125,015,546.24","Industrials","BDT5S35","US05464C1018","NASDAQ"
"ACIW","ACI WORLDWIDE INC","Equity","0.24","36.90","3,364,428.00","124,147,393.20","124,147,393.20","Information Technology","2889155","US0044981019","NASDAQ"
"CLH","CLEAN HARBORS INC","Equity","0.24","83.80","1,481,470.00","124,147,186.00","124,147,186.00","Industrials","2202473","US1844961078","New York Stock Exchange Inc."
"FSLR","FIRST SOLAR INC","Equity","0.24","56.53","2,187,462.00","123,657,226.86","123,657,226.86","Information Technology","B1HMF22","US3364331070","NASDAQ"
"SF","STIFEL FINANCIAL CORP","Equity","0.23","61.51","2,005,843.00","123,379,402.93","123,379,402.93","Financials","2849234","US8606301021","New York Stock Exchange Inc."
"FCN","FTI CONSULTING INC","Equity","0.23","112.61","1,081,957.00","121,839,177.77","121,839,177.77","Industrials","2351449","US3029411093","New York Stock Exchange Inc."
"NJR","NEW JERSEY RESOURCES CORP","Equity","0.23","44.34","2,747,515.00","121,824,815.10","121,824,815.10","Utilities","2630513","US6460251068","New York Stock Exchange Inc."
"IART","INTEGRA LIFESCIENCES HOLDINGS CORP","Equity","0.23","59.50","2,046,465.00","121,764,667.50","121,764,667.50","Health Care","2248693","US4579852082","NASDAQ"
"HELE","HELEN OF TROY LTD","Equity","0.23","167.94","723,740.00","121,544,895.60","121,544,895.60","Consumer Discretionary","2419530","BMG4388N1065","NASDAQ"
"HR","HEALTHCARE REALTY TRUST REIT INC","Equity","0.23","32.49","3,725,644.00","121,046,173.56","121,046,173.56","Real Estate","2417921","US4219461047","New York Stock Exchange Inc."
"RGEN","REPLIGEN CORP","Equity","0.23","90.43","1,336,904.00","120,896,228.72","120,896,228.72","Health Care","2731654","US7599161095","NASDAQ"
"ALE","ALLETE INC","Equity","0.23","80.67","1,489,048.00","120,121,502.16","120,121,502.16","Utilities","B02R1L6","US0185223007","New York Stock Exchange Inc."
"VSAT","VIASAT INC","Equity","0.23","72.17","1,660,947.00","119,870,544.99","119,870,544.99","Information Technology","2946243","US92552V1008","NASDAQ"
"COR","CORESITE REALTY REIT CORP","Equity","0.23","112.25","1,063,430.00","119,370,017.50","119,370,017.50","Real Estate","B3T3VV8","US21870Q1058","New York Stock Exchange Inc."
"FLO","FLOWERS FOODS INC","Equity","0.23","21.49","5,548,413.00","119,235,395.37","119,235,395.37","Consumer Staples","2744243","US3434981011","New York Stock Exchange Inc."
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL","Equity","0.23","84.26","1,413,809.00","119,127,546.34","119,127,546.34","Information Technology","BDTZZG7","US8086251076","New York Stock Exchange Inc."
"GRUB","GRUBHUB INC","Equity","0.23","45.02","2,632,004.00","118,492,820.08","118,492,820.08","Consumer Discretionary","BKY7XF2","US4001101025","New York Stock Exchange Inc."
"SWX","SOUTHWEST GAS HOLDINGS INC","Equity","0.23","75.65","1,565,957.00","118,464,647.05","118,464,647.05","Utilities","2831888","US8448951025","New York Stock Exchange Inc."
"SR","SPIRE INC","Equity","0.23","80.76","1,464,633.00","118,283,761.08","118,283,761.08","Utilities","BYXJQG9","US84857L1017","New York Stock Exchange Inc."
"RYN","RAYONIER REIT INC","Equity","0.22","31.57","3,736,751.00","117,969,229.07","117,969,229.07","Real Estate","2473138","US7549071030","New York Stock Exchange Inc."
"FL","FOOT LOCKER INC","Equity","0.22","37.33","3,159,422.00","117,941,223.26","117,941,223.26","Consumer Discretionary","2980906","US3448491049","New York Stock Exchange Inc."
"FNB","FNB CORP","Equity","0.22","12.58","9,364,878.00","117,810,165.24","117,810,165.24","Financials","2041308","US3025201019","New York Stock Exchange Inc."
"SMG","SCOTTS MIRACLE GRO","Equity","0.22","103.53","1,135,838.00","117,593,308.14","117,593,308.14","Materials","2781518","US8101861065","New York Stock Exchange Inc."
"WEN","WENDYS","Equity","0.22","22.11","5,317,937.00","117,579,587.07","117,579,587.07","Consumer Discretionary","B3NXMJ9","US95058W1009","NASDAQ"
"LOGM","LOGMEIN INC","Equity","0.22","82.41","1,424,390.00","117,383,979.90","117,383,979.90","Information Technology","B600J15","US54142L1098","NASDAQ"
"TPX","TEMPUR SEALY INTERNATIONAL INC","Equity","0.22","88.10","1,326,809.00","116,891,872.90","116,891,872.90","Consumer Discretionary","2216991","US88023U1016","New York Stock Exchange Inc."
"PNM","PNM RESOURCES INC","Equity","0.22","50.83","2,296,126.00","116,712,084.58","116,712,084.58","Utilities","2707826","US69349H1077","New York Stock Exchange Inc."
"NFG","NATIONAL FUEL GAS","Equity","0.22","46.66","2,488,140.00","116,096,612.40","116,096,612.40","Utilities","2626103","US6361801011","New York Stock Exchange Inc."
"AAN","AARONS INC","Equity","0.22","59.66","1,943,986.00","115,978,204.76","115,978,204.76","Consumer Discretionary","2002918","US0025353006","New York Stock Exchange Inc."
"VVV","VALVOLINE INC","Equity","0.22","21.29","5,424,813.00","115,494,268.77","115,494,268.77","Materials","BDG22J3","US92047W1018","New York Stock Exchange Inc."
"NUVA","NUVASIVE INC","Equity","0.22","76.73","1,499,555.00","115,060,855.15","115,060,855.15","Health Care","B00GJC2","US6707041058","NASDAQ"
"UTHR","UNITED THERAPEUTICS CORP","Equity","0.22","90.95","1,264,031.00","114,963,619.45","114,963,619.45","Health Care","2430412","US91307C1027","NASDAQ"
"SBRA","SABRA HEALTH CARE REIT INC","Equity","0.22","21.04","5,463,003.00","114,941,583.12","114,941,583.12","Real Estate","B5NLBP6","US78573L1061","NASDAQ"
"CCMP","CABOT MICROELECTRONICS CORP","Equity","0.22","137.18","836,999.00","114,819,522.82","114,819,522.82","Information Technology","2572381","US12709P1030","NASDAQ"
"JHG","JANUS HENDERSON GROUP PLC","Equity","0.22","24.89","4,600,281.00","114,500,994.09","114,500,994.09","Financials","BYPZJQ6","JE00BYPZJM29","New York Stock Exchange Inc."
"MRCY","MERCURY SYSTEMS INC","Equity","0.22","71.54","1,596,549.00","114,217,115.46","114,217,115.46","Industrials","2144047","US5893781089","NASDAQ"
"WTFC","WINTRUST FINANCIAL CORP","Equity","0.22","69.72","1,634,132.00","113,931,683.04","113,931,683.04","Financials","2425258","US97650W1080","NASDAQ"
"SIGI","SELECTIVE INSURANCE GROUP INC","Equity","0.22","66.37","1,710,876.00","113,550,840.12","113,550,840.12","Financials","2766173","US8163001071","NASDAQ"
"UBSI","UNITED BANKSHARES INC","Equity","0.22","38.61","2,936,587.00","113,381,624.07","113,381,624.07","Financials","2905794","US9099071071","NASDAQ"
"BLKB","BLACKBAUD INC","Equity","0.22","79.86","1,417,473.00","113,199,393.78","113,199,393.78","Information Technology","2458878","US09227Q1004","NASDAQ"
"HWC","HANCOCK WHITNEY CORP","Equity","0.21","43.20","2,613,152.00","112,888,166.40","112,888,166.40","Financials","2415497","US4101201097","NASDAQ"
"UMPQ","UMPQUA HOLDINGS CORP","Equity","0.21","17.78","6,347,523.00","112,858,958.94","112,858,958.94","Financials","2484389","US9042141039","NASDAQ"
"THC","TENET HEALTHCARE CORP","Equity","0.21","37.84","2,982,016.00","112,839,485.44","112,839,485.44","Health Care","B8DMK08","US88033G4073","New York Stock Exchange Inc."
"NVT","NVENT ELECTRIC PLC","Equity","0.21","25.10","4,482,800.00","112,518,280.00","112,518,280.00","Industrials","BDVJJQ5","IE00BDVJJQ56","New York Stock Exchange Inc."
"COHR","COHERENT INC","Equity","0.21","162.82","690,513.00","112,429,326.66","112,429,326.66","Information Technology","2208374","US1924791031","NASDAQ"
"MUR","MURPHY OIL CORP","Equity","0.21","25.27","4,443,239.00","112,280,649.53","112,280,649.53","Energy","2611206","US6267171022","New York Stock Exchange Inc."
"SVC","SERVICE PROPERTIES TRUST","Equity","0.21","23.65","4,740,448.00","112,111,595.20","112,111,595.20","Real Estate","BKRT1C8","US81761L1026","NASDAQ"
"TKR","TIMKEN","Equity","0.21","56.00","1,971,334.00","110,394,704.00","110,394,704.00","Industrials","2892807","US8873891043","New York Stock Exchange Inc."
"THO","THOR INDUSTRIES INC","Equity","0.21","69.59","1,585,927.00","110,364,659.93","110,364,659.93","Consumer Discretionary","2889876","US8851601018","New York Stock Exchange Inc."
"SLM","SLM CORP","Equity","0.21","8.96","12,297,141.00","110,182,383.36","110,182,383.36","Financials","2101967","US78442P1066","NASDAQ"
"EXP","EAGLE MATERIALS INC","Equity","0.21","90.44","1,211,364.00","109,555,760.16","109,555,760.16","Materials","2191399","US26969P1084","New York Stock Exchange Inc."
"OZK","BANK OZK","Equity","0.21","31.38","3,482,048.00","109,266,666.24","109,266,666.24","Financials","BZ56Q65","US06417N1037","NASDAQ"
"BOH","BANK OF HAWAII CORP.","Equity","0.21","92.90","1,170,217.00","108,713,159.30","108,713,159.30","Financials","2074070","US0625401098","New York Stock Exchange Inc."
"GT","GOODYEAR TIRE & RUBBER","Equity","0.20","16.07","6,697,941.00","107,635,911.87","107,635,911.87","Consumer Discretionary","2378200","US3825501014","NASDAQ"
"WRI","WEINGARTEN REALTY INVESTORS REIT","Equity","0.20","30.84","3,484,332.00","107,456,798.88","107,456,798.88","Real Estate","2946618","US9487411038","New York Stock Exchange Inc."
"MTZ","MASTEC INC","Equity","0.20","61.71","1,737,812.00","107,240,378.52","107,240,378.52","Industrials","2155306","US5763231090","New York Stock Exchange Inc."
"CNK","CINEMARK HOLDINGS INC","Equity","0.20","34.81","3,073,119.00","106,975,272.39","106,975,272.39","Communication","B1W7RQ0","US17243V1026","New York Stock Exchange Inc."
"NGVT","INGEVITY CORP","Equity","0.20","88.64","1,205,870.00","106,888,316.80","106,888,316.80","Materials","BD4LHG4","US45688C1071","New York Stock Exchange Inc."
"CBRL","CRACKER BARREL OLD COUNTRY STORE I","Equity","0.20","153.84","693,098.00","106,626,196.32","106,626,196.32","Consumer Discretionary","2231091","US22410J1060","NASDAQ"
"LIVN","LIVANOVA PLC","Equity","0.20","76.23","1,394,964.00","106,338,105.72","106,338,105.72","Health Care","BYMT0J1","GB00BYMT0J19","NASDAQ"
"OLLI","OLLIES BARGAIN OUTLET HOLDINGS INC","Equity","0.20","67.51","1,574,494.00","106,294,089.94","106,294,089.94","Consumer Discretionary","BZ22B38","US6811161099","NASDAQ"
"TXRH","TEXAS ROADHOUSE INC","Equity","0.20","56.12","1,883,740.00","105,715,488.80","105,715,488.80","Consumer Discretionary","B033TJ7","US8826811098","NASDAQ"
"NKTR","NEKTAR THERAPEUTICS","Equity","0.20","20.92","5,048,174.00","105,607,800.08","105,607,800.08","Health Care","2454445","US6402681083","NASDAQ"
"ASGN","ASGN INC","Equity","0.20","69.20","1,523,256.00","105,409,315.20","105,409,315.20","Industrials","BFY8W20","US00191U1025","New York Stock Exchange Inc."
"PRSP","PERSPECTA INC","Equity","0.20","26.48","3,976,659.00","105,301,930.32","105,301,930.32","Information Technology","BZ5YFM8","US7153471005","New York Stock Exchange Inc."
"RLI","RLI CORP","Equity","0.20","91.74","1,144,291.00","104,977,256.34","104,977,256.34","Financials","2719070","US7496071074","New York Stock Exchange Inc."
"ERI","ELDORADO RESORTS INC","Equity","0.20","55.70","1,883,076.00","104,887,333.20","104,887,333.20","Consumer Discretionary","BQXTNW8","US28470R1023","NASDAQ"
"ASB","ASSOCIATED BANCORP","Equity","0.20","22.39","4,668,897.00","104,536,603.83","104,536,603.83","Financials","2055718","US0454871056","New York Stock Exchange Inc."
"SIX","SIX FLAGS ENTERTAINMENT CORP","Equity","0.20","46.05","2,261,451.00","104,139,818.55","104,139,818.55","Consumer Discretionary","B43VKB8","US83001A1025","New York Stock Exchange Inc."
"NWE","NORTHWESTERN CORP","Equity","0.20","71.08","1,454,083.00","103,356,219.64","103,356,219.64","Utilities","B03PGL4","US6680743050","New York Stock Exchange Inc."
"NEU","NEWMARKET CORP","Equity","0.20","485.95","212,608.00","103,316,857.60","103,316,857.60","Materials","B01CGF1","US6515871076","New York Stock Exchange Inc."
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Equity","0.20","46.64","2,212,362.00","103,184,563.68","103,184,563.68","Financials","B1WT4X2","US45841N1072","NASDAQ"
"ICUI","ICU MEDICAL INC","Equity","0.20","186.38","553,166.00","103,099,079.08","103,099,079.08","Health Care","2451918","US44930G1076","NASDAQ"
"MUSA","MURPHY USA INC","Equity","0.20","118.16","868,917.00","102,671,232.72","102,671,232.72","Consumer Discretionary","BCZWJ63","US6267551025","New York Stock Exchange Inc."
"RBC","REGAL BELOIT CORP","Equity","0.20","84.97","1,206,915.00","102,551,567.55","102,551,567.55","Industrials","2730082","US7587501039","New York Stock Exchange Inc."
"TGNA","TEGNA INC","Equity","0.19","16.30","6,234,938.00","101,629,489.40","101,629,489.40","Communication","BZ0P3Z5","US87901J1051","New York Stock Exchange Inc."
"LPX","LOUISIANA PACIFIC CORP","Equity","0.19","28.51","3,559,272.00","101,474,844.72","101,474,844.72","Materials","2535243","US5463471053","New York Stock Exchange Inc."
"FCFS","FIRSTCASH INC","Equity","0.19","81.51","1,238,464.00","100,947,200.64","100,947,200.64","Financials","BZCG9B4","US33767D1054","NASDAQ"
"SYNH","SYNEOS HEALTH INC CLASS A","Equity","0.19","56.28","1,787,281.00","100,588,174.68","100,588,174.68","Health Care","BFMZ4V6","US87166B1026","NASDAQ"
"PEB","PEBBLEBROOK HOTEL TRUST REIT","Equity","0.19","26.70","3,765,070.00","100,527,369.00","100,527,369.00","Real Estate","B4XBDV9","US70509V1008","New York Stock Exchange Inc."
"RIG","TRANSOCEAN LTD","Equity","0.19","6.03","16,626,772.00","100,259,435.16","100,259,435.16","Energy","B3KFWW1","CH0048265513","New York Stock Exchange Inc."
"SAM","BOSTON BEER INC CLASS A","Equity","0.19","375.83","264,380.00","99,361,935.40","99,361,935.40","Consumer Staples","2113393","US1005571070","New York Stock Exchange Inc."
"CLGX","CORELOGIC INC","Equity","0.19","42.44","2,309,197.00","98,002,320.68","98,002,320.68","Information Technology","B5541Y2","US21871D1037","New York Stock Exchange Inc."
"MSM","MSC INDUSTRIAL INC CLASS A","Equity","0.18","74.32","1,294,743.00","96,225,299.76","96,225,299.76","Industrials","2567655","US5535301064","New York Stock Exchange Inc."
"PSB","PS BUSINESS PARKS REIT INC","Equity","0.18","166.14","576,284.00","95,743,823.76","95,743,823.76","Real Estate","2707956","US69360J1079","New York Stock Exchange Inc."
"SAFM","SANDERSON FARMS INC","Equity","0.18","167.02","570,206.00","95,235,806.12","95,235,806.12","Consumer Staples","2774336","US8000131040","NASDAQ"
"SMTC","SEMTECH CORP","Equity","0.18","49.48","1,923,953.00","95,197,194.44","95,197,194.44","Information Technology","2795542","US8168501018","NASDAQ"
"RAMP","LIVERAMP HOLDINGS INC","Equity","0.18","48.46","1,949,805.00","94,487,550.30","94,487,550.30","Information Technology","BGLN838","US53815P1084","New York Stock Exchange Inc."
